random, 50,50, 0
random, 50,49, 0
random, 50,48, 0
random, 50,47, 0
random, 50,46, 0
random, 50,45, 0
random, 50,44, 0
random, 50,43, 0
random, 50,42, 0
random, 50,41, 0
random, 50,40, 0
random, 50,39, 0
random, 50,38, 0
random, 50,37, 0
random, 50,36, 0
random, 50,35, 0
random, 50,34, 0
random, 50,33, 0
random, 50,32, 0
random, 50,31, 0
random, 50,30, 0
random, 50,29, 0
random, 50,28, 0
random, 50,27, 0
random, 50,26, 0
random, 50,25, 0
random, 50,24, 0
random, 50,23, 0
random, 50,22, 0
random, 50,21, 0
random, 50,20, 0
random, 50,19, 0
random, 50,18, 0
random, 50,17, 0
random, 50,16, 0
random, 50,15, 0
random, 50,14, 0
random, 50,13, 0
random, 50,12, 0
random, 50,11, 0
random, 50,10, 0
random, 50,9, 0
random, 50,8, 0
random, 50,7, 0
random, 50,6, 0
random, 50,5, 0
random, 50,4, 0
random, 50,3, 0
random, 50,2, 0
random, 50,1, 0
random, 50,0, 0
random, 50,-1, 0
random, 50,-2, 0
random, 50,-3, 0
random, 50,-4, 0
random, 50,-5, 0
random, 50,-6, 0
random, 50,-7, 0
random, 50,-8, 0
random, 50,-9, 0
random, 50,-10, 0
random, 50,-11, 0
random, 50,-12, 0
random, 50,-13, 0
random, 50,-14, 0
random, 50,-15, 0
random, 50,-16, 0
random, 50,-17, 0
random, 50,-18, 0
random, 50,-19, 0
random, 50,-20, 0
random, 50,-21, 0
random, 50,-22, 0
random, 50,-23, 0
random, 50,-24, 0
random, 50,-25, 0
random, 50,-26, 0
random, 50,-27, 0
random, 50,-28, 0
random, 50,-29, 0
random, 50,-30, 0
random, 50,-31, 0
random, 50,-32, 0
random, 50,-33, 0
random, 50,-34, 0
random, 50,-35, 0
random, 50,-36, 0
random, 50,-37, 0
random, 50,-38, 0
random, 50,-39, 0
random, 50,-40, 0
random, 50,-41, 0
random, 50,-42, 0
random, 50,-43, 0
random, 50,-44, 0
random, 50,-45, 0
random, 50,-46, 0
random, 50,-47, 0
random, 50,-48, 0
random, 50,-49, 0
